"","month","sender","bank","n.terms","Achiev","Adverbs","Affect","Anger","Anx","Article","Assent","AuxVb","Body","Cause","Certain","Conj","Death","Discrep","Excl","Family","Feel","Filler","Friends","Future","Health","Hear","Home","Humans","I","Incl","Ingest","Inhib","Insight","Ipron","Leisure","Money","Motion","Negate","Negemo","Nonflu","Numbers","Past","Percept","Posemo","Prep","Present","Quant","Relig","Sad","See","Sexual","SheHe","Social","Space","Swear","Tentat","They","Time","We","Work","You"
"398",1,"B5167","B",76,9,3,8,6,9,1,0,3,6,7,1,8,3,8,2,0,2,1,4,6,6,2,1,3,2,6,1,7,0,0,8,4,1,4,0,4,3,1,1,1,8,2,7,5,2,7,1,7,0,5,8,7,1,2,3,9,1
"324",1,"L0845","L",40,5,2,7,7,7,3,5,4,4,4,6,8,6,7,2,7,3,9,0,7,6,4,6,1,1,2,2,4,3,6,6,4,0,1,0,9,8,4,3,7,2,8,6,3,2,4,4,1,5,7,9,5,3,3,7,1,0
"167",1,"B5523","B",40,6,0,0,6,1,5,2,9,6,5,0,4,5,7,5,2,6,0,6,1,5,3,5,0,6,6,0,7,2,6,6,6,5,9,8,7,6,9,1,4,0,3,0,0,7,3,4,7,9,3,2,1,6,8,4,2,6
"129",1,"B4406","B",29,4,4,5,0,0,5,2,7,2,9,2,8,9,5,4,2,5,7,8,3,6,2,5,3,2,5,7,8,3,7,3,8,4,9,9,1,0,0,5,5,3,0,2,0,3,5,0,2,0,0,2,1,4,6,8,3,2
"299",1,"L0132","L",2,5,7,8,7,2,4,4,6,9,1,5,4,8,7,5,0,7,3,3,5,6,2,5,4,1,5,8,8,9,4,6,6,6,5,3,3,7,5,8,1,6,6,6,5,7,8,8,3,6,3,3,5,9,5,7,4,4
"270",1,"B8936","B",10,9,8,8,4,8,6,2,1,1,3,0,8,4,0,8,9,0,6,4,9,7,6,9,4,9,2,9,9,1,7,0,2,2,6,5,3,0,6,0,8,8,5,8,9,7,5,4,9,1,2,4,0,7,5,3,0,8
"187",1,"B6195","B",78,4,0,9,6,7,4,4,8,5,3,5,0,5,6,5,4,1,3,1,7,5,6,6,2,9,6,1,6,0,9,3,9,5,9,7,2,8,2,9,0,2,9,7,4,8,9,7,2,6,2,7,2,2,0,7,8,9
"307",1,"L0310","L",74,5,3,8,9,7,6,4,4,7,9,0,2,2,5,8,5,9,8,3,7,9,5,9,8,3,7,0,0,1,7,5,8,4,7,9,7,1,8,3,7,5,4,0,0,2,8,2,8,7,6,3,5,8,8,7,3,5
"85",1,"B2742","B",60,4,5,3,8,6,7,0,3,7,1,3,9,4,0,2,0,6,8,7,9,2,3,0,1,3,3,2,5,6,2,7,3,7,3,9,3,9,4,3,1,3,8,1,8,7,5,9,8,2,5,4,6,0,7,7,8,1
"277",1,"B9157","B",97,7,9,4,2,4,9,8,8,3,2,1,1,4,3,7,6,7,7,0,9,0,4,5,4,2,0,7,4,9,5,4,2,7,7,3,6,4,7,4,7,6,1,8,7,6,1,8,5,4,0,8,4,8,7,3,9,7
"362",1,"L2187","L",0,0,9,1,0,9,6,1,1,8,5,4,0,9,2,3,0,6,8,3,1,5,8,1,5,9,2,6,7,5,1,9,2,5,4,8,5,2,7,5,1,0,7,0,8,5,3,7,1,8,8,6,3,6,5,5,1,3
