"","month","sender","bank","n.terms","Achiev","Adverbs","Affect","Anger","Anx","Article","Assent","AuxVb","Body","Cause","Certain","Conj","Death","Discrep","Excl","Family","Feel","Filler","Friends","Future","Health","Hear","Home","Humans","I","Incl","Ingest","Inhib","Insight","Ipron","Leisure","Money","Motion","Negate","Negemo","Nonflu","Numbers","Past","Percept","Posemo","Prep","Present","Quant","Relig","Sad","See","Sexual","SheHe","Social","Space","Swear","Tentat","They","Time","We","Work","You"
"398",1,"B5167","B",66,6,0,5,8,8,4,0,6,2,7,3,2,3,9,8,2,9,6,4,1,5,2,9,9,5,2,3,6,0,3,8,1,1,8,4,6,3,0,5,9,6,8,0,0,0,1,4,5,8,1,9,3,5,0,6,1,2
"324",1,"L0845","L",51,6,2,5,2,8,8,3,8,4,0,4,9,9,2,0,6,4,8,6,6,6,6,1,8,4,4,8,9,2,9,0,9,0,0,3,5,6,6,2,8,2,7,7,3,5,4,5,2,8,2,6,6,7,5,9,7,5
"167",1,"B5523","B",18,7,0,4,6,4,7,2,3,8,2,8,1,7,4,2,2,0,2,9,0,8,4,0,4,6,3,8,9,1,4,3,7,2,8,4,9,4,2,6,4,4,8,8,9,1,0,2,2,2,5,7,3,8,0,2,6,4
"129",1,"B4406","B",85,9,7,9,3,7,1,1,1,5,8,8,5,7,7,4,0,1,9,6,5,5,6,2,4,1,1,8,5,4,3,8,3,6,4,2,6,2,1,1,4,2,3,2,4,8,5,3,4,5,7,1,3,9,0,4,2,8
"299",1,"L0132","L",19,1,1,5,6,7,3,1,8,6,7,8,0,1,9,6,0,5,7,8,3,2,2,9,8,9,9,0,1,5,1,2,3,7,3,1,3,4,5,7,2,2,6,6,8,1,9,3,5,7,4,0,6,2,3,8,9,1
"270",1,"B8936","B",2,6,1,9,2,5,0,5,8,7,0,1,9,7,3,7,1,4,6,7,6,5,5,0,0,5,9,1,4,4,8,8,1,0,1,1,2,6,7,1,5,0,1,5,8,8,1,3,6,5,8,6,0,7,7,8,0,4
"187",1,"B6195","B",97,0,9,8,4,9,5,6,7,6,2,6,9,8,4,8,0,7,6,6,5,4,8,7,0,7,6,5,1,9,0,1,9,4,0,0,7,7,8,6,3,9,8,2,2,8,9,2,6,3,6,0,2,0,9,2,7,5
"307",1,"L0310","L",72,4,2,3,9,5,6,3,6,5,4,6,9,9,1,5,6,9,4,2,8,9,4,4,9,1,6,4,6,0,9,6,4,3,7,6,6,5,6,5,6,1,9,1,8,4,4,5,9,6,3,0,2,5,1,6,5,0
"85",1,"B2742","B",26,6,3,6,6,3,8,1,9,7,6,9,3,6,3,4,5,6,1,4,7,7,5,3,4,7,6,9,9,3,8,4,1,9,4,7,5,4,1,2,8,2,5,1,0,2,3,3,0,6,4,6,6,5,0,7,6,9
"277",1,"B9157","B",97,5,2,1,7,9,5,3,6,2,7,1,3,0,6,2,0,9,5,2,2,6,6,7,9,2,4,2,4,5,7,8,2,1,8,3,3,6,7,5,7,8,1,1,2,9,1,3,1,5,2,2,5,0,0,5,5,1
