"","month","sender","bank","n.terms","Achiev","Adverbs","Affect","Anger","Anx","Article","Assent","AuxVb","Body","Cause","Certain","Conj","Death","Discrep","Excl","Family","Feel","Filler","Friends","Future","Health","Hear","Home","Humans","I","Incl","Ingest","Inhib","Insight","Ipron","Leisure","Money","Motion","Negate","Negemo","Nonflu","Numbers","Past","Percept","Posemo","Prep","Present","Quant","Relig","Sad","See","Sexual","SheHe","Social","Space","Swear","Tentat","They","Time","We","Work","You"
"167",1,"B6628","B",38,3,2,2,2,0,1,9,9,5,6,9,4,3,9,1,8,1,6,8,4,8,5,4,2,1,9,8,2,1,6,9,2,0,4,3,2,3,5,2,7,5,0,5,0,5,5,1,7,6,7,6,5,3,4,2,8,9
"129",1,"B5197","B",93,8,9,8,2,9,9,5,0,0,9,8,7,6,6,7,3,5,2,2,7,8,7,5,7,7,9,2,3,9,3,0,8,5,0,9,0,6,1,8,2,0,4,4,8,4,9,3,7,3,2,0,8,0,6,3,1,4
"187",1,"B7514","B",15,2,7,7,3,8,0,4,7,7,2,8,3,6,7,6,2,8,7,4,4,3,4,9,5,9,3,5,2,5,8,0,1,2,8,9,1,7,9,8,0,8,0,4,8,3,8,9,7,5,8,1,7,9,2,6,6,9
"85",1,"B3447","B",63,2,4,7,8,2,9,8,7,6,8,0,0,9,5,1,2,6,9,4,0,4,5,8,6,8,9,5,6,2,5,9,1,3,5,8,8,7,4,3,9,6,9,0,2,3,7,6,6,4,8,2,2,7,5,1,6,9
"263",1,"B3521","B",7,8,3,6,3,1,8,1,4,9,7,3,9,8,4,0,5,4,4,9,6,3,3,7,0,8,6,7,8,5,6,2,2,1,4,7,5,3,2,0,1,7,9,7,9,5,4,2,7,1,7,1,6,4,2,0,1,8
"79",1,"B3063","B",80,5,5,9,0,8,4,8,9,8,0,0,2,9,7,0,0,6,8,6,8,7,3,2,0,8,2,0,5,7,7,7,7,0,4,7,7,2,1,8,8,7,6,2,1,3,6,3,9,1,3,6,6,3,8,3,9,9
"213",1,"B8341","B",61,5,1,0,1,8,7,3,2,5,4,5,4,1,5,8,6,2,7,2,2,3,5,6,3,8,9,6,0,4,5,4,3,6,6,7,7,0,1,5,9,9,2,6,5,4,3,1,9,0,9,2,7,6,2,3,8,0
"37",1,"B1575","B",55,2,6,8,5,4,1,7,6,1,8,4,9,9,2,5,5,7,1,2,1,8,4,8,2,8,9,4,3,2,7,8,4,3,1,3,8,5,6,6,1,5,8,9,5,2,0,9,1,0,1,6,0,6,5,2,1,5
"105",1,"B4270","B",59,0,6,6,4,3,3,3,6,2,3,6,7,4,1,6,4,6,2,4,1,2,3,0,5,1,5,4,0,9,7,3,0,6,8,7,2,8,0,9,3,4,2,3,4,3,8,1,2,4,1,1,6,8,1,0,0,5
"217",1,"B8565","B",14,3,9,6,0,9,5,3,4,7,2,3,0,7,1,5,1,6,1,2,1,6,6,2,9,6,8,6,3,1,4,0,0,0,2,8,9,5,7,7,1,3,3,0,2,0,1,7,8,9,1,2,8,0,6,5,3,8
"165",1,"B6574","B",68,8,8,6,2,0,6,2,6,2,2,5,4,4,0,0,8,8,8,8,6,4,2,2,4,9,2,4,2,0,9,9,8,3,9,3,5,9,7,0,7,5,9,1,0,3,0,0,6,0,5,6,5,1,5,1,5,0
"89",1,"B3753","B",65,0,2,0,6,3,4,1,1,3,2,1,2,2,9,6,3,5,6,9,5,8,8,2,1,9,4,0,3,9,8,1,7,3,9,4,3,5,8,5,6,5,6,8,5,9,8,3,7,6,2,1,5,9,6,1,3,2
"42",1,"B1751","B",86,9,4,2,2,7,9,0,7,5,9,2,9,0,6,7,6,1,1,3,2,8,3,1,2,8,1,8,4,0,3,1,2,0,9,9,1,7,2,3,9,4,3,0,9,9,6,4,1,1,6,5,8,8,5,0,5,9
"166",1,"B6623","B",62,7,3,2,8,3,3,6,1,7,1,0,3,2,4,6,9,0,0,3,1,6,5,8,7,5,5,0,8,6,8,4,8,0,7,7,0,0,3,8,4,0,1,1,1,9,9,9,7,4,9,1,1,0,0,2,9,0
"111",1,"B4462","B",91,5,9,6,8,1,0,5,0,6,7,2,0,5,1,7,4,5,9,9,9,5,8,6,8,2,8,2,2,8,1,1,6,4,6,2,0,2,2,5,2,7,4,8,2,9,2,6,0,0,5,5,1,8,6,1,2,4
"148",1,"B5910","B",76,4,7,8,1,4,8,1,2,8,1,7,3,5,1,1,1,0,8,9,3,9,2,4,2,1,7,7,8,5,6,6,3,8,4,1,0,4,6,7,8,2,7,1,6,3,2,0,3,4,5,2,1,3,8,6,0,0
"156",1,"B6276","B",4,0,3,1,1,4,3,2,6,0,0,8,6,0,8,4,6,3,2,8,1,0,2,6,7,3,6,9,1,2,9,1,5,1,0,1,7,2,0,5,6,1,6,0,7,2,6,5,2,0,7,5,2,2,5,0,6,9
