"","month","sender","bank","n.terms","Achiev","Adverbs","Affect","Anger","Anx","Article","Assent","AuxVb","Body","Cause","Certain","Conj","Death","Discrep","Excl","Family","Feel","Filler","Friends","Future","Health","Hear","Home","Humans","I","Incl","Ingest","Inhib","Insight","Ipron","Leisure","Money","Motion","Negate","Negemo","Nonflu","Numbers","Past","Percept","Posemo","Prep","Present","Quant","Relig","Sad","See","Sexual","SheHe","Social","Space","Swear","Tentat","They","Time","We","Work","You"
"398",1,"B5167","B",6,3,9,1,2,0,0,6,6,9,8,0,4,7,1,8,4,7,3,2,4,7,2,0,0,4,8,6,1,4,2,4,6,5,6,9,2,2,9,2,5,9,8,0,4,2,6,1,6,9,9,3,9,6,1,0,2,6
"324",1,"L0845","L",96,5,7,9,5,0,4,6,2,1,1,0,4,8,0,9,5,9,8,7,3,6,6,8,7,0,7,1,7,3,0,9,4,9,8,4,4,1,4,9,7,7,4,9,1,0,7,0,4,1,5,3,0,0,2,8,2,5
"167",1,"B5523","B",92,4,4,0,9,9,0,9,5,9,5,9,1,9,8,0,2,0,1,3,3,0,4,2,4,7,6,9,2,8,2,2,3,1,6,5,9,5,7,2,8,4,9,0,0,9,6,3,5,7,0,9,7,5,6,1,9,4
"129",1,"B4406","B",22,2,5,8,1,2,0,3,9,9,7,8,1,6,7,7,3,3,4,7,8,5,4,8,4,4,1,7,1,4,0,7,3,0,5,0,7,9,3,0,4,0,5,1,6,1,5,9,9,5,7,4,2,6,2,1,7,7
"299",1,"L0132","L",85,8,4,4,6,1,9,5,6,1,9,5,4,0,4,8,6,4,7,9,2,7,4,6,3,7,1,4,6,2,6,0,9,0,1,9,0,1,4,6,0,3,8,7,2,3,8,8,9,5,6,9,5,0,8,5,1,4
"270",1,"B8936","B",84,5,6,6,8,7,0,2,5,2,2,2,8,0,1,8,1,0,1,7,4,6,4,8,4,6,0,3,0,8,9,1,6,1,4,7,6,1,9,6,9,7,0,2,1,9,8,6,9,2,9,0,2,8,4,6,7,4
"187",1,"B6195","B",46,7,7,8,4,2,8,8,4,1,4,7,6,6,8,6,1,6,3,1,9,2,9,8,9,2,5,2,5,7,2,4,0,8,1,2,7,0,6,5,6,3,7,4,0,6,3,8,2,0,0,3,8,0,8,4,9,6
"307",1,"L0310","L",28,3,8,6,5,3,0,2,5,2,1,9,5,8,9,0,9,3,6,4,2,9,3,9,2,6,2,0,4,9,2,8,3,7,7,8,5,3,0,5,4,7,0,4,6,2,9,8,5,2,9,0,6,8,1,2,4,2
"85",1,"B2742","B",49,0,2,9,0,0,1,9,3,7,1,2,0,4,8,0,7,1,3,2,8,9,0,2,3,2,2,8,2,1,6,7,2,5,7,2,6,5,9,3,3,2,6,3,6,6,1,6,0,3,1,5,1,6,1,0,0,8
"277",1,"B9157","B",30,0,9,1,5,7,8,1,0,5,4,5,7,8,2,9,8,0,6,5,6,0,2,1,7,3,0,4,7,6,2,6,0,9,3,4,8,3,6,8,9,5,7,9,1,3,6,5,5,9,5,1,4,2,8,4,8,3
