"","month","sender","bank","n.terms","Achiev","Adverbs","Affect","Anger","Anx","Article","Assent","AuxVb","Body","Cause","Certain","Conj","Death","Discrep","Excl","Family","Feel","Filler","Friends","Future","Health","Hear","Home","Humans","I","Incl","Ingest","Inhib","Insight","Ipron","Leisure","Money","Motion","Negate","Negemo","Nonflu","Numbers","Past","Percept","Posemo","Prep","Present","Quant","Relig","Sad","See","Sexual","SheHe","Social","Space","Swear","Tentat","They","Time","We","Work","You"
"398",1,"B5167","B",21,0,5,6,7,7,9,0,1,1,0,8,2,8,7,5,6,8,2,5,3,5,9,9,3,6,2,6,5,6,8,2,0,6,3,4,7,9,3,5,7,4,6,5,9,9,9,9,2,8,2,4,2,0,8,5,2,5
"324",1,"L0845","L",21,5,1,6,2,0,9,5,5,4,1,2,2,1,3,7,5,1,3,8,7,1,6,2,7,5,6,0,7,3,6,5,1,9,0,4,6,2,2,9,4,3,4,3,6,7,6,3,4,8,5,2,8,8,2,6,5,2
"167",1,"B5523","B",28,2,9,7,2,6,3,4,9,1,8,1,6,3,6,1,3,7,4,3,4,5,8,1,3,7,2,7,4,8,8,8,0,8,6,7,2,5,2,7,2,2,4,9,6,5,0,0,1,0,3,4,4,9,2,4,1,9
"129",1,"B4406","B",45,5,6,0,3,3,9,1,1,9,2,3,8,3,5,6,4,1,7,9,8,9,3,0,7,0,3,4,9,6,3,3,1,3,4,3,0,7,7,3,2,4,4,9,2,0,2,3,8,1,1,7,6,9,5,1,1,9
"299",1,"L0132","L",44,6,7,5,1,0,5,9,8,8,4,8,9,5,5,4,2,8,5,9,4,9,7,3,5,3,4,7,3,2,1,3,5,4,0,5,4,7,0,5,1,8,8,4,2,4,3,6,2,0,6,7,0,8,0,1,6,3
"270",1,"B8936","B",15,6,0,5,9,6,7,5,4,9,0,7,2,1,7,3,9,2,2,6,9,1,1,6,0,3,6,9,9,4,9,0,5,2,2,5,6,6,2,7,7,7,8,0,1,8,9,7,2,7,9,6,8,8,4,3,2,0
"187",1,"B6195","B",33,2,7,7,0,0,8,0,4,4,2,8,1,7,2,6,1,0,5,7,4,1,2,4,5,1,9,3,9,4,0,3,0,1,2,6,4,4,2,8,6,2,6,3,6,9,0,5,8,4,4,5,5,4,0,6,9,4
"307",1,"L0310","L",47,8,4,0,7,9,4,6,6,7,4,8,0,3,7,6,7,2,0,1,2,0,6,0,5,8,6,8,9,5,4,5,3,2,2,7,2,8,7,4,8,2,6,9,6,9,4,9,7,3,4,0,7,6,8,0,6,2
"85",1,"B2742","B",30,1,6,0,9,3,0,0,4,1,2,5,5,8,2,0,0,0,4,1,3,2,3,3,7,9,4,8,3,4,2,4,2,2,8,4,2,0,8,7,6,7,0,2,1,5,7,5,6,6,8,6,4,1,7,5,9,7
"277",1,"B9157","B",10,2,8,9,1,9,3,2,1,4,2,8,3,9,3,5,1,8,0,9,7,6,4,3,9,5,2,3,5,9,0,7,9,4,6,4,2,8,3,9,8,5,1,3,6,3,0,1,4,9,4,9,3,9,9,2,6,6
"362",1,"L2187","L",37,8,6,8,1,0,7,3,3,6,9,9,7,7,6,0,7,7,3,2,1,6,1,9,9,0,6,0,0,5,7,6,0,6,4,2,4,5,0,3,6,9,0,5,9,5,8,7,1,8,3,7,5,5,9,9,9,9
"330",1,"L0982","L",7,6,5,4,4,3,7,2,6,4,5,7,8,0,4,2,2,6,6,6,3,5,9,0,5,8,0,3,6,2,5,2,8,4,6,1,3,3,5,9,5,3,7,3,7,7,9,8,9,3,2,4,9,0,1,8,8,0
