"","month","sender","bank","n.terms","Achiev","Adverbs","Affect","Anger","Anx","Article","Assent","AuxVb","Body","Cause","Certain","Conj","Death","Discrep","Excl","Family","Feel","Filler","Friends","Future","Health","Hear","Home","Humans","I","Incl","Ingest","Inhib","Insight","Ipron","Leisure","Money","Motion","Negate","Negemo","Nonflu","Numbers","Past","Percept","Posemo","Prep","Present","Quant","Relig","Sad","See","Sexual","SheHe","Social","Space","Swear","Tentat","They","Time","We","Work","You"
"398",1,"B5167","B",39,7,2,3,7,2,0,5,0,7,2,7,1,2,5,2,6,5,4,6,1,2,8,3,7,8,2,1,3,3,3,1,9,2,0,3,7,9,6,2,4,1,3,1,1,2,6,3,6,3,0,8,0,6,4,2,0,7
"324",1,"L0845","L",35,2,2,3,7,5,4,1,7,6,5,2,3,1,7,2,7,4,6,6,7,2,2,4,5,3,5,5,1,8,4,2,8,7,3,4,8,7,5,9,1,1,3,3,5,5,3,1,1,3,7,7,7,9,8,4,0,3
"167",1,"B5523","B",83,6,2,8,8,6,0,9,4,4,1,6,2,3,3,0,7,7,2,1,4,4,0,0,0,7,5,2,0,2,6,0,2,7,4,1,6,5,7,7,3,1,3,7,3,0,8,7,4,4,8,4,6,7,7,4,1,2
"129",1,"B4406","B",53,0,5,7,0,4,8,7,3,7,9,8,1,2,2,7,4,2,2,4,7,1,0,8,3,0,8,4,9,6,4,3,1,4,3,3,9,7,6,1,1,4,9,0,2,6,2,1,3,9,3,7,3,6,2,3,5,8
"299",1,"L0132","L",96,5,5,9,0,1,6,0,4,3,3,8,0,7,1,3,5,5,4,6,7,2,3,9,9,8,6,1,6,9,0,3,8,5,2,1,2,4,9,0,3,4,6,4,3,3,9,3,9,0,7,5,0,2,6,8,7,2
"270",1,"B8936","B",76,5,2,0,9,4,8,6,0,8,1,1,2,8,7,4,6,6,5,8,2,4,0,8,3,9,3,6,1,4,5,5,7,7,9,3,7,5,3,7,9,3,1,5,0,9,8,5,5,6,4,1,2,2,5,7,1,5
"187",1,"B6195","B",60,7,1,3,5,0,9,5,5,6,8,4,6,5,3,1,6,4,3,3,9,2,6,6,0,5,9,7,3,6,2,1,2,6,4,8,8,4,6,1,7,1,5,1,7,8,4,0,1,8,2,5,9,7,8,7,0,9
"307",1,"L0310","L",97,8,7,9,7,2,7,3,0,2,5,9,3,3,8,1,0,4,2,6,8,9,3,2,8,6,1,9,5,3,6,8,2,6,7,6,1,8,7,2,5,7,7,2,0,5,3,9,3,8,2,9,7,9,2,2,2,5
"85",1,"B2742","B",31,0,6,6,6,4,9,5,6,8,8,9,1,0,9,7,2,5,3,4,9,2,9,7,1,7,4,9,4,2,2,0,6,1,2,8,5,3,9,5,0,5,7,5,9,2,0,3,2,8,5,2,4,0,4,8,2,1
"277",1,"B9157","B",57,0,7,0,4,3,8,1,5,0,5,8,9,9,8,5,3,6,1,7,0,5,2,0,3,5,7,2,9,4,9,3,1,1,6,9,5,2,2,4,3,7,0,0,0,3,2,5,0,1,0,9,1,8,9,1,9,4
