"","month","sender","bank","n.terms","Achiev","Adverbs","Affect","Anger","Anx","Article","Assent","AuxVb","Body","Cause","Certain","Conj","Death","Discrep","Excl","Family","Feel","Filler","Friends","Future","Health","Hear","Home","Humans","I","Incl","Ingest","Inhib","Insight","Ipron","Leisure","Money","Motion","Negate","Negemo","Nonflu","Numbers","Past","Percept","Posemo","Prep","Present","Quant","Relig","Sad","See","Sexual","SheHe","Social","Space","Swear","Tentat","They","Time","We","Work","You"
"167",1,"B6628","B",34,0,5,9,1,5,4,3,9,4,5,1,1,8,8,7,3,7,8,0,5,3,9,2,1,1,7,5,9,0,4,1,5,0,6,4,9,7,3,2,4,6,0,5,9,3,7,4,8,0,4,5,7,6,0,5,3,6
"129",1,"B5197","B",95,3,5,6,5,4,1,8,4,6,8,7,9,6,7,2,0,3,8,4,3,8,6,1,3,3,3,0,2,0,1,2,1,6,2,8,6,0,0,1,8,5,7,6,0,3,4,1,7,3,5,2,9,2,7,4,0,4
"187",1,"B7514","B",85,9,0,2,8,0,7,8,6,0,6,9,1,1,8,6,5,2,7,2,7,1,7,1,4,2,3,6,2,0,0,2,6,6,3,4,9,4,3,4,3,8,3,6,4,5,7,4,2,4,0,6,1,7,6,7,4,7
"85",1,"B3447","B",6,9,0,4,2,1,1,0,5,1,9,4,8,2,2,6,8,0,0,1,3,2,2,2,9,1,4,7,1,7,5,7,2,8,1,9,1,8,6,1,7,0,2,0,8,0,2,4,6,6,0,4,7,9,7,3,1,7
"263",1,"B3521","B",28,3,2,3,6,9,3,5,9,4,1,4,5,9,6,7,6,9,4,6,2,9,6,9,2,8,0,5,3,4,5,5,1,9,3,0,0,6,2,6,8,3,1,6,9,3,5,4,9,2,5,0,8,6,1,4,3,4
"79",1,"B3063","B",23,5,1,5,6,0,0,4,2,7,4,8,0,7,8,6,3,1,9,1,3,0,4,2,4,0,1,4,4,1,9,9,2,0,0,6,8,3,7,0,9,7,1,6,3,5,0,0,6,8,1,7,4,1,7,3,5,0
"213",1,"B8341","B",23,1,9,6,2,8,2,5,2,2,4,7,7,8,6,2,5,5,9,3,8,5,4,7,0,8,5,6,4,4,5,3,2,1,3,8,4,1,4,4,8,8,1,8,0,2,9,2,7,2,8,9,1,1,4,1,1,1
"37",1,"B1575","B",29,8,7,4,3,2,4,6,2,3,5,8,4,0,4,0,0,5,3,6,0,9,8,4,7,8,2,0,6,4,9,2,0,6,6,1,0,4,2,7,5,4,2,2,0,9,6,8,0,2,7,6,6,9,1,2,0,3
"105",1,"B4270","B",86,8,9,2,7,3,3,4,2,7,3,0,3,9,8,5,5,1,1,2,4,8,5,1,6,5,5,0,5,1,4,5,6,1,7,3,6,2,9,6,7,3,1,1,4,6,3,1,2,9,6,6,1,2,6,7,0,4
"217",1,"B8565","B",15,6,3,0,0,2,6,9,9,6,5,2,1,6,3,4,6,3,7,7,6,8,1,4,6,3,6,1,4,6,0,8,9,1,2,7,8,1,9,1,0,9,1,6,2,3,9,0,2,6,3,0,5,4,5,9,9,5
"165",1,"B6574","B",89,9,7,0,9,8,2,9,9,6,9,9,7,9,7,6,2,7,8,9,9,0,6,3,5,5,6,7,0,1,2,4,0,4,6,0,6,2,1,6,4,0,7,5,8,6,9,1,9,2,5,6,0,3,3,6,2,7
"89",1,"B3753","B",5,0,7,6,1,8,2,3,3,6,3,5,0,6,6,9,6,9,1,6,8,4,4,3,8,4,1,3,1,1,8,9,0,3,3,9,1,9,6,2,1,7,0,2,8,0,2,6,3,1,7,5,9,4,3,2,4,9
"42",1,"B1751","B",30,5,7,6,2,5,0,5,2,0,7,1,8,4,9,8,9,5,2,5,8,3,3,3,8,5,6,0,7,3,0,6,5,0,8,9,2,2,6,6,3,8,3,0,3,1,6,8,4,2,9,2,3,2,2,6,2,7
"166",1,"B6623","B",82,6,2,7,1,7,0,6,8,9,2,1,2,2,2,4,7,6,8,9,4,6,8,5,1,5,2,1,9,9,3,9,1,7,0,2,7,3,2,1,3,8,6,8,8,5,0,6,1,7,2,6,5,2,0,7,4,3
