"","month","sender","bank","n.terms","Achiev","Adverbs","Affect","Anger","Anx","Article","Assent","AuxVb","Body","Cause","Certain","Conj","Death","Discrep","Excl","Family","Feel","Filler","Friends","Future","Health","Hear","Home","Humans","I","Incl","Ingest","Inhib","Insight","Ipron","Leisure","Money","Motion","Negate","Negemo","Nonflu","Numbers","Past","Percept","Posemo","Prep","Present","Quant","Relig","Sad","See","Sexual","SheHe","Social","Space","Swear","Tentat","They","Time","We","Work","You"
"398",1,"B5167","B",67,12,7,7,10,8,8,8,1,0,5,14,0,2,7,3,14,0,12,5,10,12,3,0,11,7,12,9,10,11,2,5,6,3,9,3,13,6,5,6,3,4,3,1,5,11,14,6,14,5,2,3,7,2,5,7,10,1
"324",1,"L0845","L",32,1,5,13,14,12,1,9,4,14,6,5,4,9,3,5,6,9,12,14,3,0,8,6,9,13,14,6,6,13,1,14,0,6,12,1,14,9,9,1,4,12,5,7,12,6,4,9,5,3,0,12,13,9,10,8,3,8
"167",1,"B5523","B",12,0,9,6,3,1,8,10,13,12,9,8,1,0,12,13,7,1,12,10,3,7,1,9,6,13,8,9,7,8,7,4,6,11,12,4,14,4,6,8,8,4,10,5,14,14,1,13,10,0,13,8,3,4,2,1,11,11
"129",1,"B4406","B",53,2,8,14,5,7,7,4,0,10,6,12,4,3,3,9,4,11,1,10,13,5,12,2,4,0,12,1,9,2,14,14,4,0,7,9,10,1,5,13,1,5,1,8,1,6,2,11,0,6,0,8,10,4,1,7,12,5
"299",1,"L0132","L",20,8,8,12,14,9,5,2,12,4,6,2,9,7,14,13,5,0,6,13,6,14,9,3,14,13,14,12,8,7,9,10,1,1,5,11,9,0,4,14,7,6,14,7,2,8,11,8,8,9,3,8,11,0,14,6,13,12
"270",1,"B8936","B",69,4,11,1,3,0,0,11,1,4,10,2,11,6,12,10,13,0,7,6,10,7,7,14,11,14,3,7,0,8,4,7,3,8,0,6,9,3,14,1,12,8,6,4,4,7,1,4,8,3,6,2,14,12,0,14,7,1
"187",1,"B6195","B",60,8,10,3,2,1,12,7,1,5,12,2,5,14,7,4,1,6,9,11,9,12,13,10,0,8,9,8,0,11,11,12,11,1,14,12,9,12,1,0,3,0,14,11,3,1,1,11,4,0,0,7,3,0,4,6,11,12
"307",1,"L0310","L",16,12,12,14,13,5,4,8,11,4,8,4,0,5,4,0,14,1,11,12,12,1,3,0,2,2,4,5,7,2,6,13,3,11,5,9,5,3,1,13,8,9,0,5,5,1,11,7,4,14,6,7,10,5,3,7,9,13
"85",1,"B2742","B",29,12,9,12,3,7,7,13,2,14,14,10,0,1,4,11,0,5,12,7,3,13,3,7,10,4,6,1,14,8,11,11,10,8,11,1,3,11,10,7,3,6,14,6,6,3,6,6,7,1,11,11,1,2,7,13,11,11
"277",1,"B9157","B",31,4,9,1,6,13,1,2,3,4,5,0,11,4,4,9,10,7,0,12,8,3,5,4,3,10,2,6,10,12,3,6,13,2,11,9,11,4,12,7,9,12,1,1,8,13,7,5,7,7,8,5,7,1,12,9,4,1
"362",1,"L2187","L",16,13,5,12,2,7,4,8,11,13,14,12,13,6,12,7,4,6,2,4,13,10,2,7,0,1,10,0,14,0,2,8,3,1,3,7,11,0,2,1,6,12,9,5,4,9,7,3,7,0,11,2,10,0,7,4,12,12
"330",1,"L0982","L",67,5,6,1,13,12,0,8,11,3,6,11,11,2,14,14,0,9,3,2,1,7,13,11,12,10,2,3,0,0,3,3,2,6,4,2,3,5,6,10,5,5,3,14,14,5,7,2,3,10,6,12,11,2,6,2,1,9
"263",1,"B8594","B",89,6,0,12,10,0,3,10,10,5,1,7,1,2,8,5,14,4,10,13,7,9,13,2,0,2,13,11,14,5,9,8,2,4,10,7,2,5,0,14,5,10,14,7,9,5,7,3,7,8,13,6,13,3,1,8,5,6
"329",1,"L0935","L",7,13,13,13,14,0,3,14,14,3,9,13,13,4,3,4,6,7,11,3,7,2,13,3,2,14,2,3,11,9,12,3,10,10,4,14,2,4,4,13,11,6,13,2,13,6,2,1,14,14,7,13,13,9,0,13,6,10
"79",1,"B2532","B",26,10,4,11,14,0,5,6,10,5,1,3,4,0,7,13,4,12,11,11,14,4,3,0,6,4,5,8,11,0,2,14,3,4,2,7,7,3,3,4,11,2,11,7,3,6,4,8,6,6,9,9,1,11,3,6,11,13
"213",1,"B6946","B",85,7,6,6,13,6,5,8,4,8,13,14,1,3,9,1,10,0,11,7,3,10,7,5,1,8,9,0,4,11,11,7,8,1,3,2,2,0,13,4,1,14,12,7,13,1,8,0,10,3,3,9,7,10,0,10,11,14
"37",1,"B1306","B",36,8,12,0,12,0,8,11,11,3,5,5,8,13,8,10,5,3,7,8,5,2,2,12,12,7,8,14,12,6,1,4,6,4,4,3,1,7,6,3,6,1,3,13,12,5,6,6,10,1,13,13,6,13,14,13,12,4
"105",1,"B3481","B",5,9,10,9,4,6,1,8,7,7,13,4,13,2,4,14,3,5,12,6,13,4,4,8,9,3,12,14,0,3,13,5,6,5,1,8,8,9,1,10,0,9,7,11,1,8,11,14,2,11,13,11,1,6,12,6,11,1
"217",1,"B7096","B",97,7,4,1,2,1,12,7,6,8,8,14,7,10,2,5,10,6,14,3,5,6,2,10,0,2,3,4,0,12,2,14,9,9,2,6,14,0,14,7,6,4,2,7,14,10,6,1,2,10,6,12,0,13,14,9,5,3
"366",1,"B7179","B",59,8,14,5,5,6,7,14,7,7,2,0,6,8,13,14,5,12,6,3,3,6,13,6,6,3,9,12,8,4,6,1,6,1,13,8,1,7,5,7,12,4,6,13,12,4,6,13,14,2,11,0,4,2,7,2,4,1
"165",1,"B5471","B",0,4,11,0,7,0,13,7,5,14,7,12,11,6,12,11,5,10,0,6,14,10,7,2,6,12,5,14,4,10,10,2,7,1,2,9,9,5,11,10,12,9,10,1,10,9,9,2,1,14,5,1,5,7,12,13,13,1
"290",1,"B9692","B",69,10,6,6,7,10,14,10,0,5,3,4,10,14,5,4,12,9,9,3,13,6,4,11,0,11,0,10,12,0,2,9,6,5,1,10,11,5,6,2,2,7,4,12,6,4,13,10,2,8,11,13,14,3,6,3,12,10
"396",1,"B4387","B",39,1,13,9,2,0,0,1,14,0,14,13,3,10,7,13,2,11,4,9,8,14,4,6,1,10,1,12,2,0,10,0,12,2,9,3,14,11,10,9,5,6,9,1,10,4,12,13,1,4,13,11,11,13,12,14,13,0
"382",1,"B7739","B",4,6,0,3,4,7,3,4,1,2,8,13,10,12,6,13,14,3,7,14,14,5,0,7,11,11,1,5,13,6,8,13,1,13,5,10,7,2,5,6,12,4,7,6,8,3,10,5,12,12,10,3,6,7,2,13,12,8
"89",1,"B2786","B",62,14,5,9,14,10,2,1,7,10,11,7,0,11,7,1,14,3,4,2,3,4,0,1,3,9,3,0,14,13,5,4,9,4,13,13,7,9,8,14,5,5,12,2,9,12,3,3,3,14,10,7,1,13,14,2,6,2
"289",1,"B9624","B",62,10,12,11,9,3,11,4,14,13,7,10,10,14,12,1,13,12,7,4,3,3,11,9,9,6,10,8,7,2,11,9,4,6,8,8,12,10,10,8,0,0,8,2,11,0,10,7,14,13,8,9,3,12,8,7,14,1
"340",1,"L1355","L",26,11,5,2,2,2,5,1,11,7,11,13,5,9,10,7,3,9,5,10,13,6,0,6,8,9,0,6,1,2,14,12,7,3,8,14,8,2,9,6,0,1,14,3,0,8,1,11,4,12,0,5,11,14,7,1,9,11
"326",1,"L0879","L",1,13,6,12,8,9,10,1,2,14,7,14,7,7,8,7,9,0,6,14,1,14,6,9,10,4,4,6,3,12,9,10,13,11,4,3,13,7,6,0,9,14,8,11,4,2,4,6,0,6,10,5,0,0,8,1,10,4
"395",1,"B3887","B",89,2,3,6,13,10,3,7,8,12,11,12,14,4,11,10,9,0,6,2,2,3,0,8,5,9,12,11,8,13,1,4,1,6,3,5,2,9,7,0,2,1,3,7,14,2,14,14,10,8,12,10,1,5,7,9,7,10
"42",1,"B1404","B",12,9,1,2,8,14,5,5,1,12,2,0,12,1,10,2,12,9,1,12,6,4,0,5,12,1,14,11,3,1,5,6,8,4,0,8,8,1,0,3,8,4,12,13,5,14,4,10,2,1,0,5,0,11,7,10,4,7
"111",1,"B3763","B",3,13,8,6,6,5,8,10,3,7,8,5,9,2,1,5,2,14,3,14,13,7,13,1,13,10,14,12,7,9,13,6,7,2,4,6,2,13,14,10,14,11,11,3,10,11,0,6,14,4,12,2,13,11,10,1,10,2
"20",1,"B0786","B",38,9,12,12,12,3,14,2,14,11,9,14,9,14,6,9,12,14,4,8,12,8,8,10,10,1,9,14,9,6,0,11,3,11,7,2,4,3,9,14,3,14,13,5,1,10,3,3,0,7,2,10,2,0,0,0,8,10
"44",1,"B1457","B",52,11,13,4,14,4,12,1,14,4,0,8,4,4,9,3,13,4,13,8,0,11,2,0,3,5,10,14,7,2,10,7,7,0,12,10,8,8,7,14,7,1,13,4,13,2,10,12,1,10,5,2,7,14,10,8,13,13
"343",1,"L1481","L",7,6,0,10,9,12,8,5,1,12,12,0,2,0,0,6,8,4,4,3,1,0,9,14,10,14,13,3,13,4,3,9,13,9,13,5,3,5,13,13,13,8,3,5,5,14,8,9,7,1,1,5,0,5,5,9,9,8
"70",1,"B2299","B",42,14,1,13,9,0,1,7,8,6,12,12,8,4,12,2,4,8,8,3,7,6,1,2,12,1,12,10,8,4,11,11,10,7,1,0,14,9,3,12,7,1,7,6,11,11,14,7,7,3,5,2,8,1,0,12,7,1
"121",1,"B4106","B",61,3,5,13,10,5,11,10,10,10,6,13,1,11,11,3,1,1,1,14,4,10,3,3,10,2,9,9,12,4,13,5,8,4,5,2,6,2,4,4,1,1,10,3,0,11,4,0,2,4,13,13,2,6,0,12,1,13
"40",1,"B1389","B",91,12,12,6,6,1,9,12,12,3,9,0,1,4,7,11,6,12,2,3,5,3,12,9,1,2,11,12,14,6,14,5,7,2,3,0,6,11,8,1,4,14,1,14,1,1,3,11,12,10,13,12,9,6,3,5,11,3
"172",1,"B5749","B",82,11,13,10,12,0,2,9,7,10,10,8,12,1,8,4,1,11,14,9,0,12,7,10,6,12,11,14,12,2,4,11,5,10,10,13,3,3,1,12,2,8,5,8,4,8,7,3,8,1,11,13,10,5,2,13,6,4
"25",1,"B0899","B",56,10,11,6,0,8,9,11,13,3,14,14,13,0,10,1,14,9,9,5,2,11,7,13,2,2,9,11,8,4,13,0,14,12,2,12,9,13,14,13,11,10,4,14,0,6,11,13,3,0,0,14,6,3,5,3,12,7
"248",1,"B7983","B",42,3,7,9,2,8,12,14,7,5,0,8,9,13,9,4,14,11,0,3,7,9,0,7,12,12,12,11,3,3,1,14,5,7,2,14,13,3,5,10,10,10,8,12,6,6,7,11,13,7,13,10,1,13,6,9,11,3
"198",1,"B6539","B",24,9,1,6,12,14,9,2,7,13,5,5,0,13,14,10,13,8,13,6,13,13,8,0,9,1,3,1,7,14,3,7,3,14,14,3,2,11,2,1,11,14,12,13,4,9,9,0,3,7,3,9,11,0,7,3,9,2
"39",1,"B1371","B",82,4,4,0,2,11,14,0,12,8,5,6,0,3,1,7,10,1,3,5,4,11,3,5,12,12,4,10,6,12,14,11,9,5,11,10,11,3,8,4,14,7,10,13,4,11,7,1,2,1,13,10,14,9,13,1,10,2
"298",1,"L0125","L",82,9,0,0,12,3,11,5,13,8,9,9,1,4,7,3,7,10,9,0,0,3,1,8,11,1,2,10,6,12,8,6,6,6,5,4,13,1,5,0,11,13,7,14,13,10,4,10,14,7,6,9,5,12,9,12,11,4
"280",1,"B9258","B",14,3,14,3,13,13,1,11,10,4,3,9,7,3,8,1,8,1,13,2,2,0,4,14,13,6,13,14,3,3,8,11,1,5,3,6,13,14,11,13,4,9,0,3,7,1,10,0,7,1,9,5,1,8,5,7,14,5
"160",1,"B5436","B",61,6,7,14,14,3,12,7,13,6,9,11,4,13,11,1,2,4,10,5,11,5,10,4,8,14,14,4,13,6,8,2,3,0,1,7,3,7,6,14,3,1,6,10,6,1,10,6,1,7,2,14,1,5,13,13,3,2
"14",1,"B0578","B",6,13,0,3,10,6,12,5,4,3,5,10,5,13,4,3,9,1,3,3,0,5,14,12,6,1,7,8,8,11,9,6,7,5,12,6,12,10,14,2,2,5,9,12,10,10,0,12,5,0,3,3,7,1,13,7,9,2
"130",1,"B4427","B",84,5,3,10,11,4,12,4,14,3,0,0,4,0,6,9,5,1,12,11,3,1,0,10,8,13,12,0,8,2,7,4,5,10,2,0,8,3,11,7,3,2,8,3,12,10,10,3,0,13,3,5,8,10,0,3,9,9
"45",1,"B1514","B",69,1,0,1,0,6,10,1,0,3,11,9,1,2,10,7,8,5,13,13,3,4,14,11,10,3,9,0,10,8,12,12,9,12,14,3,14,5,13,11,13,6,1,13,0,9,9,3,6,4,4,10,6,14,13,6,10,10
"22",1,"B0875","B",83,11,7,13,2,3,12,9,3,3,5,5,9,1,9,8,3,12,9,2,14,0,6,4,10,14,9,13,7,5,2,13,10,6,8,13,6,10,8,8,8,12,7,3,13,8,12,7,8,10,1,10,13,7,4,0,9,5
"206",1,"B6774","B",65,4,3,11,8,2,6,13,1,12,11,14,14,0,6,11,5,1,3,2,12,1,2,12,0,13,8,3,1,5,7,11,3,11,5,3,12,7,0,11,13,14,3,4,14,13,6,7,13,5,13,2,0,4,11,2,12,1
"230",1,"B7517","B",23,11,11,8,6,6,5,10,13,14,5,3,3,10,2,2,9,10,4,4,4,12,6,3,5,10,2,12,10,6,11,6,14,4,5,14,9,11,3,1,3,7,10,4,8,8,10,11,3,6,7,9,11,0,11,12,10,5
"193",1,"B6348","B",85,0,9,13,2,14,9,7,9,1,14,8,3,14,8,4,5,11,3,12,1,2,6,14,4,2,11,1,13,11,5,12,12,6,9,9,12,3,8,11,14,1,6,10,13,12,4,4,4,7,8,0,1,13,11,4,8,13
"104",1,"B3447","B",81,11,4,6,2,1,4,2,0,10,13,11,13,9,0,9,6,0,5,1,12,3,5,8,13,8,12,7,10,7,8,3,1,2,1,12,5,6,11,8,0,7,4,4,2,0,8,10,8,12,11,11,14,9,5,4,13,5
"379",1,"B5506","B",57,5,5,3,2,2,10,7,1,5,11,0,8,3,10,13,0,12,8,8,13,14,14,5,1,11,1,5,5,1,14,7,12,13,8,8,2,9,14,12,4,3,14,1,9,8,2,5,10,10,3,5,14,14,4,8,11,13
"255",1,"B8210","B",20,4,12,9,12,2,1,4,14,3,8,10,10,14,3,1,3,9,0,5,7,1,10,5,14,10,13,9,14,13,8,9,12,1,8,12,2,9,11,3,5,12,5,14,5,10,4,13,0,11,8,5,13,8,6,1,0,11
"353",1,"L1746","L",72,7,10,11,9,2,10,10,0,3,4,11,5,1,8,11,3,5,9,5,12,9,10,6,1,3,13,12,13,0,13,12,9,1,14,13,1,13,9,6,6,8,9,2,7,14,5,10,10,7,8,4,6,3,8,0,7,12
"354",1,"L1781","L",87,7,7,2,4,0,3,12,3,4,4,7,5,5,10,4,5,12,10,4,2,6,14,9,7,10,4,12,9,13,4,10,7,6,11,12,0,8,8,14,10,8,2,0,6,9,13,11,8,5,12,3,2,14,2,4,6,4
"103",1,"B3333","B",2,3,5,8,13,9,4,9,8,11,11,1,5,0,11,1,13,6,6,13,10,9,4,10,5,8,9,1,13,9,11,6,12,3,14,12,7,1,7,1,3,2,1,0,6,12,5,1,6,5,1,8,3,8,7,11,2,3
"331",1,"L1005","L",95,12,3,8,2,9,5,13,1,2,5,13,11,1,3,8,4,13,3,4,14,12,4,4,7,9,6,7,7,11,13,5,9,10,8,10,3,14,6,10,2,8,4,0,11,7,8,7,8,3,8,12,5,12,9,1,10,8
"13",1,"B0518","B",80,2,9,8,8,5,5,7,11,4,7,12,12,4,10,9,6,10,2,1,5,4,10,2,6,11,13,14,10,11,3,5,8,8,7,8,5,7,10,10,5,8,14,4,7,10,13,6,3,0,9,4,11,9,9,3,2,1
"296",1,"L0080","L",73,0,4,10,7,12,6,4,2,3,6,13,5,10,9,5,2,0,1,0,4,12,1,6,2,11,1,3,11,4,13,3,13,2,8,4,11,11,11,3,13,9,7,13,9,5,5,11,8,2,10,14,14,14,6,7,12,11
"388",1,"B0544","B",42,1,12,0,10,1,13,4,6,1,5,10,8,8,11,11,4,12,13,5,6,8,12,12,5,10,14,2,7,0,7,5,13,6,4,1,12,10,11,0,12,5,5,7,1,1,1,8,9,10,4,1,9,1,14,12,4,3
"176",1,"B5807","B",70,10,9,12,4,4,4,4,8,9,6,12,2,7,10,7,2,1,9,12,11,11,4,4,12,8,13,1,10,2,4,6,9,2,11,6,5,7,1,3,9,8,13,0,1,4,9,1,4,4,11,1,10,4,13,3,11,8
"279",1,"B9252","B",24,1,12,11,3,13,8,14,6,3,13,14,13,11,2,7,14,11,1,13,3,1,2,0,8,10,7,12,8,14,11,9,5,9,9,5,5,11,0,0,3,3,14,4,8,9,6,9,10,14,2,5,7,4,1,7,11,5
"110",1,"B3753","B",59,10,11,13,12,13,4,14,6,8,7,13,6,7,1,7,1,9,10,13,0,9,12,0,5,12,1,11,11,9,4,7,6,9,9,5,10,4,6,2,5,1,1,5,8,6,12,9,4,0,4,1,14,11,1,4,12,2
"84",1,"B2708","B",35,12,0,8,6,8,10,11,6,4,11,11,10,13,6,6,9,4,1,12,2,2,11,8,8,6,4,3,13,7,0,11,12,4,13,8,4,12,7,14,10,2,14,4,10,9,7,6,9,5,11,14,6,14,3,10,7,4
"29",1,"B1115","B",79,8,3,3,10,4,14,11,12,14,5,4,14,4,14,6,8,5,7,6,1,8,0,9,12,5,11,4,12,6,11,7,7,13,13,5,3,1,13,12,13,6,10,14,5,3,3,1,10,13,6,8,8,10,8,6,14,14
"141",1,"B4674","B",19,9,10,7,12,6,5,12,2,5,0,12,11,7,1,5,5,3,3,2,12,7,6,3,0,10,12,5,3,13,3,7,14,9,1,0,14,10,8,9,11,5,12,2,0,12,1,11,1,0,9,8,11,8,3,3,2,9
"252",1,"B8161","B",6,11,7,2,12,12,1,13,12,0,4,1,7,3,14,11,4,4,6,4,5,10,8,3,4,0,1,11,14,7,8,7,7,11,14,14,7,1,0,3,9,2,2,3,0,3,9,1,5,3,12,13,1,5,12,4,9,3
"221",1,"B7194","B",71,11,10,6,9,11,11,11,4,3,12,12,5,6,8,8,1,4,7,10,7,2,11,13,8,6,10,5,4,9,6,14,8,0,0,10,12,8,8,5,14,6,7,13,13,3,13,11,4,5,7,14,13,9,9,7,4,7
"108",1,"B3599","B",70,6,3,8,8,10,10,1,1,13,4,6,10,13,14,3,5,10,7,7,7,3,10,12,0,3,2,2,0,8,13,11,3,12,11,1,3,4,12,4,0,6,12,11,7,9,13,10,3,11,1,0,3,13,4,7,3,4
"304",1,"L0242","L",87,10,5,14,10,0,7,12,7,3,6,14,14,6,5,0,10,10,0,10,13,5,13,6,5,8,11,10,10,1,9,13,6,2,10,3,12,1,1,14,1,5,13,14,9,8,6,0,9,3,7,0,1,3,14,4,5,7
"33",1,"B1199","B",73,14,9,3,7,3,7,12,1,6,9,2,5,10,0,12,2,11,0,7,10,11,7,9,8,0,8,7,3,2,7,13,2,12,6,7,12,9,6,0,7,9,3,12,3,0,12,3,1,2,7,14,4,1,0,10,7,8
"359",1,"L1989","L",58,10,11,9,9,12,1,4,0,2,11,1,4,6,1,3,7,10,12,9,2,5,10,2,13,8,10,14,12,8,1,12,13,7,12,2,5,7,13,0,11,2,8,13,6,4,2,9,11,4,2,7,2,0,12,10,12,9
"149",1,"B5089","B",10,7,2,10,6,7,13,10,0,13,13,11,0,10,14,6,2,6,10,6,3,13,3,1,14,9,2,10,13,5,11,2,6,14,1,1,2,14,5,3,7,6,12,7,1,13,6,13,12,11,6,6,9,9,10,13,11,3
"287",1,"B9586","B",70,10,11,2,2,6,14,9,6,11,12,6,11,8,8,3,9,3,4,0,5,6,6,9,9,1,13,5,0,10,10,13,11,2,11,8,5,1,5,1,14,10,1,13,10,0,5,11,2,12,4,7,4,4,3,12,1,6
"102",1,"B3325","B",83,0,9,0,4,4,12,10,11,5,8,7,8,12,12,5,7,9,3,5,6,14,10,14,10,4,2,4,0,11,10,3,3,14,0,2,0,12,11,6,3,14,1,2,9,14,8,4,7,3,12,3,9,8,5,14,10,5
"145",1,"B4921","B",49,14,11,11,4,7,4,12,9,8,14,1,5,6,6,6,14,7,14,7,7,7,12,2,10,13,7,3,5,4,4,9,10,7,7,0,12,0,13,9,0,6,1,12,8,6,13,5,10,8,1,0,8,8,6,3,9,5
"118",1,"B4089","B",96,1,9,2,0,1,14,0,14,10,5,4,13,9,6,3,5,3,5,8,0,7,14,4,9,3,0,6,3,7,7,4,9,10,7,9,9,1,1,10,6,13,0,10,6,13,6,5,3,7,7,12,14,10,0,4,6,9
"335",1,"L1273","L",39,4,13,3,7,13,3,0,13,14,8,2,8,13,10,14,2,11,12,11,0,5,1,4,2,5,13,12,6,5,14,5,9,5,13,7,0,11,10,6,13,1,5,11,1,2,4,11,8,9,14,0,10,4,12,5,3,10
"107",1,"B3590","B",59,1,12,5,5,14,3,0,14,13,4,1,13,2,2,7,5,6,7,10,8,7,14,9,12,10,11,10,10,13,7,6,10,1,14,10,4,2,7,6,11,14,6,5,6,1,0,1,10,3,12,11,0,9,8,6,5,14
"64",1,"B2009","B",87,11,13,9,3,1,8,5,6,14,2,3,3,9,11,11,8,12,12,8,13,3,9,3,13,14,12,0,7,3,13,13,12,14,12,10,11,8,2,0,1,1,6,6,2,11,10,14,9,11,11,4,3,9,4,11,9,3
"224",1,"B7202","B",31,8,5,12,11,6,9,0,3,7,2,0,10,7,9,9,14,2,6,9,9,8,3,2,0,8,0,4,12,3,8,4,12,8,10,8,0,1,9,13,10,9,2,6,3,14,14,8,6,2,7,11,11,0,2,4,9,5
"349",1,"L1640","L",47,0,4,8,11,11,6,10,10,5,4,12,14,11,7,5,7,0,14,5,0,3,10,4,13,13,10,0,5,13,1,7,10,14,14,5,6,0,7,12,6,8,8,8,13,10,14,1,9,1,11,1,14,14,14,14,12,0
"316",1,"L0565","L",91,5,0,2,3,1,10,14,9,10,12,11,0,12,4,10,3,8,3,3,0,14,0,6,12,7,10,1,12,3,11,13,4,5,3,14,13,0,9,12,5,5,14,14,2,1,13,5,9,14,7,9,1,8,0,10,4,1
"51",1,"B1717","B",76,3,13,3,10,3,2,0,13,1,0,7,10,6,2,14,8,14,2,11,6,1,14,7,6,2,14,6,8,10,8,4,10,5,6,7,13,11,14,10,4,1,1,14,1,11,7,2,8,14,7,13,7,1,6,5,3,6
"337",1,"L1309","L",76,11,1,1,3,0,4,6,0,3,4,12,5,10,5,8,7,7,9,4,7,12,3,1,5,12,14,2,1,3,5,2,8,2,9,13,5,2,2,5,11,3,5,6,2,5,14,4,12,11,3,11,12,7,12,7,6,9
"385",1,"B8321","B",94,2,3,13,7,12,14,7,1,12,12,7,5,2,9,8,13,7,6,3,13,14,4,13,12,9,9,1,12,3,6,6,3,11,6,2,6,10,7,9,8,8,2,4,11,4,12,5,10,13,4,8,13,12,2,4,7,14
"138",1,"B4509","B",40,11,4,5,6,2,14,4,7,0,7,14,14,7,1,5,1,2,5,5,4,3,3,10,9,14,14,9,8,5,0,8,1,2,1,0,1,12,0,8,10,13,8,3,5,5,13,8,5,9,6,5,3,6,8,8,5,5
"403",1,"B8091","B",93,8,7,2,12,5,12,14,11,0,6,0,5,3,0,9,1,10,11,14,11,5,11,1,2,14,8,7,0,4,8,12,14,7,9,4,5,5,14,9,3,5,1,5,2,3,0,11,1,8,5,8,0,6,5,0,0,3
"402",1,"B7542","B",19,0,12,12,8,3,6,14,2,11,2,14,3,2,0,10,7,4,14,7,9,6,4,9,14,11,12,4,2,2,13,5,9,3,7,9,4,14,2,0,0,7,5,2,4,3,3,5,6,6,14,2,12,11,1,12,14,9
"282",1,"B9328","B",76,6,14,12,13,5,7,9,9,14,9,6,6,11,10,14,10,14,4,6,7,7,14,7,10,8,9,4,11,6,5,12,8,0,5,13,11,3,6,6,2,7,0,3,3,1,12,1,11,8,7,10,4,11,7,11,2,14
"143",1,"B4852","B",29,0,3,11,12,11,5,13,12,8,1,6,2,9,4,10,14,2,4,11,13,1,14,8,7,9,8,0,2,4,14,8,1,11,10,9,11,3,3,12,10,11,10,11,10,9,3,3,6,8,6,9,14,14,4,10,6,13
"285",1,"B9502","B",28,12,13,12,3,6,12,5,1,3,12,9,2,9,7,0,5,1,11,5,10,9,8,5,4,0,0,1,4,14,4,7,4,9,1,13,6,6,9,4,3,0,6,11,3,9,2,8,14,1,3,11,6,7,6,0,2,3
"170",1,"B5588","B",5,12,11,3,7,2,2,3,11,10,8,3,2,11,14,7,7,12,7,0,13,12,1,13,13,8,4,14,11,1,13,7,7,1,10,2,0,0,8,4,0,10,5,3,12,11,8,14,14,6,13,9,9,0,3,10,0,13
"48",1,"B1588","B",76,6,8,9,6,5,1,3,0,8,5,13,3,14,6,9,8,9,9,3,0,12,11,5,5,13,10,13,0,13,5,14,7,1,11,3,5,14,12,8,2,13,1,10,10,3,1,11,10,3,13,14,7,14,2,7,1,14
