,month,sender,bank,n.terms,Achiev,Adverbs,Affect,Anger,Anx,Article,Assent,AuxVb,Body,Cause,Certain,Conj,Death,Discrep,Excl,Family,Feel,Filler,Friends,Future,Health,Hear,Home,Humans,I,Incl,Ingest,Inhib,Insight,Ipron,Leisure,Money,Motion,Negate,Negemo,Nonflu,Numbers,Past,Percept,Posemo,Prep,Present,Quant,Relig,Sad,See,Sexual,SheHe,Social,Space,Swear,Tentat,They,Time,We,Work,You
0,9,B0004,B,2,5,4,1,5,2,1,4,4,1,2,1,3,5,3,1,1,3,2,3,0,4,1,4,4,1,1,1,1,1,4,5,2,0,3,0,0,3,1,5,4,4,4,1,5,2,1,0,5,2,4,0,4,3,0,2,1,3
1,9,B0004,B,2,3,4,3,3,1,4,3,4,4,5,1,5,0,4,3,4,3,5,4,2,1,1,2,1,5,1,3,5,3,4,2,3,5,3,5,4,5,4,0,1,0,4,2,3,2,1,0,4,1,0,3,3,5,4,2,5,5
2,9,B0071,B,2,0,3,1,3,3,2,1,5,5,5,0,3,3,2,3,2,1,0,0,2,2,4,2,4,5,3,5,3,1,2,5,5,3,4,3,0,1,0,4,1,5,2,0,2,0,1,5,4,5,2,0,5,5,2,1,1,3
3,9,B0071,B,2,0,2,4,5,5,3,2,5,1,2,5,5,2,5,0,4,1,4,4,0,4,0,5,1,2,3,2,4,5,2,2,4,3,1,3,5,0,2,2,5,1,1,4,5,5,0,4,4,5,0,4,3,0,5,0,4,1
4,9,B0071,B,0,5,3,1,4,5,2,3,5,2,3,5,4,0,0,1,1,5,1,2,0,1,5,5,3,4,4,1,5,0,0,5,5,0,0,5,4,2,2,3,3,5,4,4,4,0,2,2,3,0,1,0,4,3,0,2,4,1
5,9,B0071,B,3,4,4,2,5,0,2,4,0,2,5,4,0,4,1,4,4,0,5,4,5,0,3,4,0,4,2,5,2,2,4,5,4,2,4,5,2,1,4,5,1,5,5,3,1,5,5,3,0,4,5,5,2,2,1,5,5,2
6,9,B0071,B,1,4,2,3,2,3,4,4,4,0,4,2,1,5,3,5,5,0,5,0,3,4,3,5,5,2,3,4,2,1,0,0,3,5,5,5,0,5,5,5,1,4,1,4,2,2,2,3,3,0,5,4,4,1,4,1,2,4
7,9,B0078,B,3,3,4,1,5,2,1,5,4,3,0,3,5,5,2,4,0,2,3,2,5,2,5,0,5,1,0,4,1,4,0,0,5,5,1,2,5,2,2,4,0,0,3,2,0,2,5,2,3,0,2,4,3,4,3,0,3,4
8,9,B0078,B,2,4,5,3,1,2,2,2,3,3,5,1,3,2,5,3,5,2,3,1,4,2,5,0,4,0,5,0,3,3,0,3,2,3,3,2,3,2,3,4,5,0,2,5,5,5,3,3,4,4,2,2,4,1,1,1,1,3
9,9,B0078,B,5,3,3,0,0,0,2,4,5,5,3,0,0,5,4,3,1,2,1,0,4,1,4,3,3,2,2,3,0,1,5,5,2,2,5,3,1,1,4,4,2,2,4,0,2,4,5,0,3,2,4,3,0,2,5,5,2,5
10,9,B0082,B,3,3,3,5,1,0,1,4,3,4,5,2,5,5,4,1,4,5,0,4,2,5,3,1,2,3,1,2,3,3,3,0,4,3,1,3,3,1,1,0,4,5,0,1,5,0,2,0,0,5,1,2,1,0,0,3,1,5
11,9,B0082,B,0,2,2,3,2,3,1,1,1,3,1,4,2,0,1,3,0,5,3,3,0,3,0,0,1,1,3,3,0,5,2,3,4,1,2,0,5,2,3,4,3,3,4,1,0,4,1,3,3,5,3,1,2,4,2,1,2,3
12,9,B0082,B,4,0,1,5,3,2,3,1,4,1,1,3,3,3,1,4,0,2,4,0,4,4,1,3,5,5,3,0,0,0,1,2,3,0,5,0,1,4,4,5,0,1,2,4,3,5,2,5,5,1,2,3,3,5,1,1,1,5
13,9,B0115,B,2,2,4,4,0,4,4,4,5,5,1,5,2,3,4,0,1,5,4,5,5,4,1,2,2,4,3,0,0,1,2,3,5,1,5,4,1,3,4,5,0,4,5,5,1,2,0,3,0,3,1,3,2,3,3,2,5,5
14,9,B0115,B,3,5,0,5,0,4,5,3,1,1,3,1,5,5,2,0,2,0,3,2,0,3,4,4,0,3,2,1,2,3,5,1,3,2,1,5,5,5,2,1,1,5,1,4,2,5,0,5,4,3,1,0,4,3,3,3,0,1
15,9,B0153,B,2,4,5,2,5,0,3,0,2,1,0,4,3,0,5,0,5,4,1,0,4,1,2,3,2,0,2,1,1,1,4,3,0,5,0,2,1,0,4,5,5,4,5,1,2,1,5,5,0,4,3,3,5,1,4,1,4,3
16,9,B0153,B,5,0,4,4,4,4,2,4,3,4,1,3,4,4,5,5,4,0,5,2,3,4,4,1,1,2,2,5,0,4,4,3,5,0,4,0,1,2,2,5,0,3,1,1,4,3,4,0,2,5,3,1,3,3,5,4,3,4
17,9,B0153,B,4,0,5,1,0,0,3,2,0,0,5,2,2,1,4,0,0,1,5,0,5,4,2,1,4,1,1,1,4,3,1,2,0,2,5,2,2,1,3,2,1,0,0,0,4,3,1,0,5,0,4,5,4,0,0,0,2,1
18,9,B0153,B,3,3,2,2,1,4,0,3,5,3,3,0,0,0,4,5,3,5,2,2,5,4,3,1,3,3,2,1,0,3,0,0,0,3,5,4,5,4,4,4,0,0,4,2,3,3,3,2,5,5,5,3,2,1,2,5,2,0
