,month,sender,bank,n.terms,Achiev,Adverbs,Affect,Anger,Anx,Article,Assent,AuxVb,Body,Cause,Certain,Conj,Death,Discrep,Excl,Family,Feel,Filler,Friends,Future,Health,Hear,Home,Humans,I,Incl,Ingest,Inhib,Insight,Ipron,Leisure,Money,Motion,Negate,Negemo,Nonflu,Numbers,Past,Percept,Posemo,Prep,Present,Quant,Relig,Sad,See,Sexual,SheHe,Social,Space,Swear,Tentat,They,Time,We,Work,You
0,4,B0004,B,4,2,1,4,0,5,2,0,4,3,2,5,0,5,0,0,5,4,0,4,3,3,1,5,1,5,1,4,3,5,1,0,3,1,4,4,4,0,3,5,1,4,3,1,5,5,4,0,1,3,2,3,5,4,3,3,3,5
1,4,B0004,B,2,3,1,1,1,0,3,1,4,1,4,1,2,2,1,0,0,4,5,0,3,5,3,2,0,0,2,2,2,5,1,5,1,1,5,3,0,3,4,3,2,1,5,4,0,4,1,5,2,3,2,2,4,1,0,0,1,2
2,4,B0004,B,5,1,2,0,3,2,5,2,2,5,2,1,1,5,3,1,2,0,1,3,2,2,5,5,5,1,1,5,2,0,1,3,1,1,0,1,0,5,1,5,0,3,2,5,3,2,1,5,5,3,0,3,2,5,1,1,3,2
3,4,B0071,B,2,1,2,5,3,4,0,4,0,0,2,1,0,0,4,5,3,0,4,0,3,1,4,1,4,4,4,0,4,4,0,1,1,0,4,2,1,3,1,3,3,5,3,1,4,2,1,0,1,1,2,2,3,4,4,1,2,0
4,4,B0071,B,4,0,2,3,3,0,4,1,5,0,5,1,2,5,3,5,2,1,1,3,1,5,0,2,4,3,2,1,5,4,1,1,2,2,4,5,5,3,5,2,2,1,1,4,4,5,2,4,3,2,1,0,3,5,2,3,1,1
5,4,B0071,B,4,4,3,0,5,0,1,4,2,1,5,1,0,1,0,2,2,0,0,3,1,2,1,3,5,4,0,3,4,3,3,5,2,0,3,1,0,1,2,4,4,2,0,2,5,3,0,3,1,5,5,5,4,5,2,2,0,0
6,4,B0071,B,1,4,4,2,2,2,2,5,2,3,3,2,1,3,4,3,2,4,1,1,5,2,4,1,5,5,5,1,5,5,3,3,0,2,4,2,4,4,3,4,0,3,1,3,2,1,2,2,1,4,4,0,2,0,2,3,0,4
7,4,B0078,B,1,1,0,5,0,1,1,5,1,2,3,5,0,0,3,1,5,3,5,1,1,0,4,5,4,5,4,1,2,4,2,4,2,0,2,2,5,3,3,5,1,2,1,1,4,0,0,1,1,0,2,3,2,2,1,3,1,1
8,4,B0078,B,3,4,4,0,1,5,2,0,1,2,5,3,0,4,3,4,5,1,4,3,2,3,5,2,1,3,2,3,5,0,5,4,5,2,4,5,4,4,3,0,1,1,2,1,2,0,5,2,5,4,0,5,2,0,2,0,4,5
9,4,B0078,B,2,0,3,1,2,5,3,0,5,1,5,2,4,0,2,1,2,0,3,4,0,0,5,0,0,0,4,4,3,1,3,5,3,1,2,1,4,0,0,0,0,5,2,2,3,3,0,4,3,5,0,1,5,1,0,5,5,0
