,month,sender,bank,n.terms,Achiev,Adverbs,Affect,Anger,Anx,Article,Assent,AuxVb,Body,Cause,Certain,Conj,Death,Discrep,Excl,Family,Feel,Filler,Friends,Future,Health,Hear,Home,Humans,I,Incl,Ingest,Inhib,Insight,Ipron,Leisure,Money,Motion,Negate,Negemo,Nonflu,Numbers,Past,Percept,Posemo,Prep,Present,Quant,Relig,Sad,See,Sexual,SheHe,Social,Space,Swear,Tentat,They,Time,We,Work,You
0,21,B0004,B,4,1,0,1,3,2,0,1,2,1,5,5,1,3,1,0,3,0,3,2,2,4,4,2,0,2,0,0,1,1,2,5,1,1,1,2,0,5,1,5,2,4,3,2,5,3,0,1,1,4,1,1,5,4,1,3,4,0
1,21,B0004,B,1,1,0,2,5,1,4,2,1,4,3,4,1,3,3,3,2,4,3,5,5,1,1,3,2,2,5,1,2,5,4,5,1,0,1,1,4,1,5,4,0,4,5,4,0,2,3,3,3,4,1,5,0,1,4,3,5,5
2,21,B0004,B,2,1,1,2,0,3,5,1,4,2,0,2,2,2,5,3,1,2,4,5,5,1,0,1,0,3,4,2,3,0,1,2,1,5,3,2,4,0,3,5,5,2,2,0,0,0,0,0,2,2,4,1,0,1,3,3,0,4
3,21,B0071,B,5,1,0,0,0,3,3,4,0,5,2,2,1,2,5,0,2,2,3,3,1,0,5,5,1,1,1,5,1,2,1,5,4,1,0,1,2,4,5,0,5,1,4,5,0,2,5,1,1,3,1,5,5,1,5,4,2,5
4,21,B0071,B,3,0,1,4,3,1,4,4,5,3,2,5,2,0,1,5,0,0,1,1,4,3,4,0,4,4,4,3,2,4,4,2,2,1,4,5,2,3,1,1,1,0,4,1,1,5,4,4,2,4,4,3,5,5,3,3,0,2
5,21,B0078,B,1,4,0,3,1,1,4,4,0,4,4,5,1,4,1,0,5,4,5,4,4,1,2,1,4,3,2,3,5,5,4,4,1,2,4,4,2,2,0,4,3,2,1,3,2,1,3,4,5,5,3,1,3,0,0,5,4,1
6,21,B0078,B,0,3,5,2,3,1,4,4,2,4,5,0,3,4,2,2,4,4,2,2,0,0,1,2,3,2,4,0,2,3,1,5,0,5,4,3,3,1,1,4,5,1,0,5,0,0,5,2,0,1,0,5,3,4,4,3,2,1
7,21,B0078,B,3,1,4,5,4,2,4,1,0,0,1,5,3,2,1,0,1,3,3,1,2,3,5,2,2,5,3,5,2,1,1,4,1,0,1,2,5,5,1,1,4,0,1,5,5,3,0,2,3,3,0,3,5,0,4,3,4,3
8,21,B0082,B,1,5,4,0,2,2,5,2,2,3,1,3,2,5,5,1,5,4,2,5,4,2,5,5,3,2,3,4,0,3,3,4,3,1,1,1,5,0,5,0,5,1,2,1,0,1,1,0,1,5,1,1,3,3,3,0,3,5
9,21,B0082,B,3,3,2,2,4,0,4,2,0,2,1,0,5,4,1,4,1,5,2,2,1,3,3,3,0,5,5,2,4,5,4,4,1,1,2,2,2,5,5,4,0,3,0,4,4,2,1,3,3,1,1,4,1,3,4,2,0,5
10,21,B0115,B,5,5,2,1,2,2,5,0,4,4,3,2,0,2,4,5,2,5,2,0,1,5,4,1,4,3,2,0,3,0,3,5,0,4,0,3,0,5,4,2,4,0,0,1,0,1,1,3,1,4,2,5,3,0,2,2,5,3
11,21,B0115,B,0,3,1,0,0,5,1,3,4,3,4,2,3,2,5,2,4,3,4,3,4,2,1,5,0,0,3,5,1,2,3,1,4,4,4,1,0,5,1,5,3,2,4,5,4,2,5,5,3,1,5,4,0,4,4,1,4,0
12,21,B0115,B,2,1,4,1,0,4,3,5,5,3,5,2,2,5,3,2,2,5,3,1,5,4,0,4,3,5,3,4,5,2,3,3,3,3,1,2,0,1,4,0,2,1,5,4,3,3,3,5,2,3,2,1,1,2,5,3,2,1
13,21,B0115,B,1,2,4,1,2,3,3,0,1,5,2,3,2,1,5,5,5,5,0,3,5,1,4,2,4,4,3,1,0,1,4,1,1,2,5,3,3,1,3,4,3,4,3,0,4,0,0,4,3,5,5,4,0,5,0,4,5,3
14,21,B0115,B,3,1,3,3,2,2,0,2,3,1,0,1,0,5,3,4,4,4,0,1,0,4,5,5,2,4,1,3,2,5,2,2,5,5,3,5,5,5,0,4,1,3,2,5,5,0,0,4,4,5,1,1,2,4,3,0,1,5
15,21,B0153,B,5,5,3,5,3,2,2,5,4,2,1,5,3,5,5,3,3,0,1,2,1,4,3,4,0,0,4,0,2,1,5,0,0,3,4,4,2,0,0,0,3,3,5,5,2,2,3,3,2,1,4,3,1,0,0,3,2,1
16,21,B0153,B,4,0,2,1,3,5,5,2,3,1,5,0,5,5,4,3,1,0,0,2,3,0,4,3,2,4,4,3,2,0,5,1,4,0,4,1,5,2,0,4,4,0,1,5,4,4,0,4,2,4,1,3,4,2,5,0,2,2
17,21,B0182,B,0,3,1,5,1,0,1,2,5,3,1,0,0,5,0,5,0,5,3,0,3,3,3,2,3,0,2,1,1,5,0,0,4,2,3,3,5,0,0,5,1,1,5,2,1,3,1,1,5,1,2,0,0,1,4,5,2,0
18,21,B0182,B,1,5,5,5,3,2,1,0,1,0,2,5,1,0,0,3,3,4,2,2,5,0,2,3,4,1,1,5,3,4,5,3,5,5,4,5,5,0,0,3,4,2,2,2,1,3,1,2,2,3,5,2,5,1,0,4,0,1
19,21,B0182,B,0,2,1,2,2,1,1,0,5,1,3,2,4,2,3,1,2,4,5,3,1,1,1,3,4,5,2,5,5,0,4,2,0,5,4,2,0,2,0,3,5,3,4,3,3,3,0,0,4,1,3,2,3,3,5,1,4,3
20,21,B0193,B,2,4,4,3,3,2,5,2,2,2,4,1,2,1,0,4,4,3,5,2,0,3,0,0,5,2,3,3,3,0,4,0,3,5,1,3,1,3,3,1,5,3,3,2,4,0,1,5,4,4,2,5,2,4,3,4,2,1
21,21,B0193,B,5,3,0,4,0,5,0,2,2,2,4,1,5,2,3,2,1,3,2,2,2,3,4,0,4,5,2,1,1,3,1,4,1,1,3,5,5,2,0,5,1,3,0,4,0,2,1,4,5,4,2,3,1,5,0,5,4,5
22,21,B0193,B,4,2,3,5,0,4,2,5,1,0,4,3,1,1,1,1,4,4,1,3,3,2,0,1,5,0,4,1,2,5,4,4,4,0,4,5,0,2,3,4,5,0,1,3,4,5,5,5,4,5,0,4,5,1,0,1,3,5
23,21,B0193,B,4,0,5,1,4,3,3,0,5,5,5,4,5,3,0,4,1,4,2,1,3,1,2,3,4,2,1,3,1,4,5,0,0,4,4,1,0,0,4,2,5,4,1,2,2,4,0,1,3,0,0,4,0,3,0,5,3,4
24,21,B0226,B,4,1,4,0,4,0,1,4,3,0,4,4,4,5,5,2,3,1,4,4,2,0,2,0,0,0,4,2,3,2,1,0,3,5,3,5,5,4,3,1,5,4,3,4,3,5,3,1,0,4,2,2,3,2,3,2,3,4
25,21,B0226,B,1,2,2,3,2,5,3,0,3,3,2,2,2,2,3,0,4,4,0,2,3,2,5,2,5,1,2,4,0,3,0,2,0,2,0,1,4,5,5,3,1,0,2,4,5,1,5,4,5,0,1,5,0,5,1,5,2,3
26,21,B0365,B,3,3,3,2,0,2,1,1,0,5,1,4,1,4,2,1,0,0,3,0,0,0,0,4,1,0,2,3,3,0,1,1,2,4,0,1,3,3,1,3,2,4,2,2,0,1,0,1,4,2,3,1,4,1,5,2,1,2
27,21,B0446,B,4,3,3,1,2,0,1,0,2,5,5,2,0,5,2,5,3,3,3,4,5,5,2,1,3,4,0,2,2,3,1,5,2,2,0,1,4,4,4,1,4,3,1,2,4,0,1,5,5,3,5,4,1,4,3,2,0,3
28,21,B0446,B,3,1,1,2,5,2,0,2,5,4,0,5,4,0,1,5,2,0,4,4,2,0,3,5,5,2,3,0,3,0,4,1,4,2,5,2,2,3,2,3,3,1,1,1,0,4,1,0,0,0,4,2,0,3,4,1,0,2
29,21,B0518,B,1,4,3,5,2,1,1,5,5,1,5,1,0,3,0,1,3,2,3,1,0,5,3,4,2,5,5,2,0,3,3,5,1,3,4,5,5,0,1,2,5,2,1,0,0,3,3,3,3,2,4,4,3,0,2,0,5,1
30,21,B0518,B,3,1,4,5,5,2,2,5,0,2,4,4,4,5,3,1,4,0,5,0,3,1,1,2,4,5,3,2,0,2,1,5,2,0,0,4,5,5,2,0,2,4,3,1,3,0,4,2,4,5,5,4,1,2,4,2,5,5
